Ｍ,日付,開催,Ｒ,レース名,馬名S,Ｃ,性別,年齢,キャリア,騎手,人気,着順,頭数,種牡馬,母父馬,馬主(最新/仮想),生産者,毛色,馬記号,生年月日,市場取引価格(万/最終),取引市場(最終),産地
,170408,3中5,11,ニュージG2,イノバティブ,,牡,3,7,石川裕紀,14,12,16,ディープブリランテ,Posse,畑佐博,富田牧場,鹿毛,,2014. 2.11,,,浦河町
,170408,3中5,11,ニュージG2,ランガディア,,牡,3,2,戸崎圭太,3,13,16,キングカメハメハ,サンデーサイレンス,吉田勝己,ノーザンファーム,黒鹿,,2014. 1.27,,,安平町
,170408,3中5,11,ニュージG2,ジャッキー,,牡,3,3,松岡正海,13,14,16,サムライハート,アフリート,本田恒雄,高野牧場,栗毛,,2014. 3.12,,,浦河町
,170408,3中5,11,ニュージG2,マンカストラップ,,牡,3,8,江田照男,15,15,16,プリサイスエンド,ストーミングホーム,ミルファーム,ミルファーム,青鹿,,2014. 3.24,,,浦河町
,170408,3中5,11,ニュージG2,セイカチトセ,,牡,3,14,吉田豊,16,16,16,ヴァーミリアン,レジエンドテイオー,久米誠,シンユウフアーム,黒鹿,,2014. 4. 5,,,新冠町
,160409,3中5,11,ニュージG2,ダンツプリウス,,牡,3,9,丸山元気,2,１,16,ブライアンズタイム,マンハッタンカフェ,山元哲二,千代田牧場,鹿毛,,2013. 3. 1,745万,北海道セレクションセール,新ひだか町
,160409,3中5,11,ニュージG2,ストーミーシー,,牡,3,5,江田照男,14,２,16,アドマイヤムーン,ゼンノエルシド,ミルファーム,ミルファーム,栗毛,,2013. 2. 3,,,浦河町
,160409,3中5,11,ニュージG2,エクラミレネール,,牝,3,7,北村宏司,12,３,16,マツリダゴッホ,プラウドデボネア,岡田牧雄,岡田スタツド,芦毛,,2013. 2.11,,,新ひだか町
,160409,3中5,11,ニュージG2,アストラエンブレム,,牡,3,5,田辺裕信,1,４,16,ダイワメジャー,ウォーエンブレム,シルクレーシング,ノーザンファーム,鹿毛,,2013. 4. 6,,,安平町
,160409,3中5,11,ニュージG2,レインボーライン,,牡,3,8,内田博幸,4,５,16,ステイゴールド,フレンチデピュティ,三田昌宏,ノーザンファーム,鹿毛,,2013. 4. 1,5400万,セレクトセール,安平町
,160409,3中5,11,ニュージG2,ハレルヤボーイ,,牡,3,8,吉田豊,6,６,16,トーセンファントム,キングカメハメハ,島川隆哉,エスティファーム,栗毛,,2013. 2. 4,,,日高町
,160409,3中5,11,ニュージG2,サーブルオール,,牡,3,3,柴山雄一,3,７,16,ハービンジャー,アドマイヤベガ,キャロットファーム,ノーザンファーム,鹿毛,,2013. 3.14,,,安平町
,160409,3中5,11,ニュージG2,キャプテンペリー,,牡,3,6,大野拓弥,7,８,16,クロフネ,ネオユニヴァース,千明牧場,千明牧場,栗毛,,2013. 4.15,,,日高町
,160409,3中5,11,ニュージG2,ショウナンライズ,,牡,3,6,柴田善臣,9,９,16,ダイワメジャー,Rahy,国本哲秀,下河辺牧場,栗毛,,2013. 4.14,,,日高町
,160409,3中5,11,ニュージG2,マディディ,,牡,3,8,三浦皇成,10,10,16,"Scat Daddy",Stravinsky,ラ・メール,"Petaluma Bloodstock & Malbec Inc",鹿毛,(外),2013. 2.10,,,米
,160409,3中5,11,ニュージG2,カープストリーマー,,牡,3,6,岩田康誠,8,11,16,ダイワメジャー,Siphon,キャロットファーム,ノーザンファーム,栗毛,,2013. 5. 5,,,安平町
,160409,3中5,11,ニュージG2,ボールライトニング,,牡,3,4,蛯名正義,5,12,16,ダイワメジャー,Dehere,グリーンファーム,恵比寿興業株式会社那須野牧場,栗毛,,2013. 4.21,,,栃木県
,160409,3中5,11,ニュージG2,ダノンスパーク,,牡,3,4,石橋脩,11,13,16,ヴィクトワールピサ,"Rock of Gibraltar",ダノックス,ノーザンファーム,鹿毛,,2013. 4. 5,14580万,セレクトセール,安平町
,160409,3中5,11,ニュージG2,ジュンザワールド,,牡,3,6,田中勝春,16,14,16,ゼンノロブロイ,シンボリクリスエス,河合純二,ノーザンファーム,鹿毛,,2013. 2.13,2520万,セレクトセール,安平町
,160409,3中5,11,ニュージG2,モンスターキング,,牡,3,4,石川裕紀,13,15,16,アサクサキングス,デヒア,林正道,柏木一則,鹿毛,,2013. 3.30,864万,北海道トレーニングセール,新冠町
,160409,3中5,11,ニュージG2,マテラアリオン,,牡,3,9,松岡正海,15,16,16,マンハッタンカフェ,Vindication,大野照旺,高松牧場,黒鹿,,2013. 3.20,,,浦河町
